id,name,code,type
3762,LOT  ZINEB ,20260,DISTRICT
3763,LOT  ZOUBAIR ,20260,DISTRICT
3764,"LOTISSEMENT  LAYMOUNE 1,2",20260,DISTRICT
3765,QUARTIER  AL AMAL ,20260,DISTRICT
3766,QUARTIER  AL BOURTOUKAL ,20260,DISTRICT
3767,QUARTIER  AL KHALIL ,20260,DISTRICT
3768,QUARTIER  AL KHAWARIZMI ,20260,DISTRICT
3769,QUARTIER  ALLAYMOUNE 2,20260,DISTRICT
3770,QUARTIER  ALLOTF ,20260,DISTRICT
3771,QUARTIER  AMAL ,20260,DISTRICT
3772,QUARTIER  ASSAFA ,20260,DISTRICT
3773,QUARTIER  GEOREGES ,20260,DISTRICT
3774,QUARTIER  HABIBA ,20260,DISTRICT
3775,QUARTIER  HADJ FATAH ,20260,DISTRICT
3776,QUARTIER  HAJ FATEH ,20260,DISTRICT
3777,QUARTIER  HASNA,20260,DISTRICT
3778,QUARTIER  IBN KHALDOUNE 2,20260,DISTRICT
3779,QUARTIER  KHAWRIZMI ,20260,DISTRICT
3780,QUARTIER  KHOUZAMA,20260,DISTRICT
3781,QUARTIER  KOUTOUBIA ,20260,DISTRICT
3782,QUARTIER MEHDI ,20260,DISTRICT
3783,QUARTIER M'QUILIBA ,20260,DISTRICT
3784,QUARTIER YASSINE ,20260,DISTRICT
3785,QUARTIER YOUSRA,20260,DISTRICT
3786,QUARTIER ZINEB ,20260,DISTRICT
3787,QUARTIER ZOUBIR,20260,DISTRICT
3788,COOPERATIVE  FIDA ,20270,DISTRICT
3789,DOUAR  ZIANI ,20270,DISTRICT
3790,LOT  ALADARISSA,20270,DISTRICT
3791,LOT  HAMZA,20270,DISTRICT
3792,LOT  HOUSNI,20270,DISTRICT
3793,LOT  IBN KHLDOUNE ,20270,DISTRICT
3794,LOT  MANDAROUNA,20270,DISTRICT
3795,QUARTIER  AHLAN ,20270,DISTRICT
3796,QUARTIER  AL ADARISSA,20270,DISTRICT
3797,QUARTIER  AL MOUSTAKBAL ,20270,DISTRICT
3798,QUARTIER  ALADARISSA,20270,DISTRICT
3799,QUARTIER  ANNOUR ,20270,DISTRICT
3800,QUARTIER  ATTAWFIK ZENITH ,20270,DISTRICT
3801,QUARTIER  AYA ,20270,DISTRICT
3802,QUARTIER  BADR ,20270,DISTRICT
3803,QUARTIER  BELLEVIE ,20270,DISTRICT
3804,QUARTIER  CALIFORNIE 2,20270,DISTRICT
3805,QUARTIER  COFICA ,20270,DISTRICT
3806,QUARTIER  EL FATH 1,20270,DISTRICT
3807,QUARTIER  EL FATH  2,20270,DISTRICT
3808,QUARTIER  ERAC,20270,DISTRICT
3809,QUARTIER  FIDA ,20270,DISTRICT
3810,QUARTIER  FLORIDA,20270,DISTRICT
3811,QUARTIER  HAFID EL KHEIR ,20270,DISTRICT
3812,QUARTIER  HAMZA,20270,DISTRICT
3813,QUARTIER  HANANE ,20270,DISTRICT
3814,QUARTIER  HOSNI ,20270,DISTRICT
3815,QUARTIER  HOUSNI ,20270,DISTRICT
3816,QUARTIER  IBN KHALDOUN 1,20270,DISTRICT
3817,QUARTIER  IBN KHLDOUNE ,20270,DISTRICT
3818,QUARTIER MANDAROUNA,20270,DISTRICT
3819,QUARTIER NAKHIL ,20270,DISTRICT
3820,QUARTIER NASSIM ,20270,DISTRICT
3821,QUARTIER PRJOET ERAC,20270,DISTRICT
3822,QUARTIER SABRINE ,20270,DISTRICT
3823,QUARTIER SALAMA,20270,DISTRICT
3824,QUARTIER SALMA,20270,DISTRICT
3825,QUARTIER ZIANI ,20270,DISTRICT
3826,ZONE  INDUSTRIELLE,20270,DISTRICT
3827,DOUAR  OULED LAHCEN ,20280,DISTRICT
3828,DOUAR  OULED RAHOU ,20280,DISTRICT
3829,DOUAR  TAIBI ,20280,DISTRICT
3830,HAY  NAJAH ,20280,DISTRICT
3831,JNANE  JNANATE ,20280,DISTRICT
3832,LOT  ALOTHMANIA,20280,DISTRICT
3833,LOT  AMINE,20280,DISTRICT
3834,LOT  BOUCHRA,20280,DISTRICT
3835,LOT  CHARAF ,20280,DISTRICT
3836,LOT  DANDOUNE ,20280,DISTRICT
3837,LOT  HDIOUI ,20280,DISTRICT
3838,LOT  JNANATE ,20280,DISTRICT
3839,LOT  LINA,20280,DISTRICT
3840,LOT  MABROUKA,20280,DISTRICT
3841,LOT  ROKIA ,20280,DISTRICT
3842,LOT  SOUFIANE ,20280,DISTRICT
3843,LOT  ZAKIA ,20280,DISTRICT
3844,QUARTIER  AHLI ,20280,DISTRICT
3845,QUARTIER  AL HANA ,20280,DISTRICT
3846,QUARTIER  ALHNAA,20280,DISTRICT
3847,QUARTIER  ALOTHMANIA,20280,DISTRICT
3848,QUARTIER  AMINE ,20280,DISTRICT
3849,QUARTIER  ASMA ,20280,DISTRICT
3850,QUARTIER  ASSADA,20280,DISTRICT
3851,QUARTIER  ASSIYA ,20280,DISTRICT
3852,QUARTIER  BOUCHRA,20280,DISTRICT
3853,QUARTIER  CHAIMAA,20280,DISTRICT
3854,QUARTIER  CHARAF ,20280,DISTRICT
3855,QUARTIER  COMIMA,20280,DISTRICT
3856,QUARTIER  COMMUNAL ,20280,DISTRICT
3857,QUARTIER  DANDOUNE ,20280,DISTRICT
3858,QUARTIER  EL KHEIR ,20280,DISTRICT
3859,QUARTIER  FONCTIONNAIRES,20280,DISTRICT
3860,QUARTIER  GHITA ,20280,DISTRICT
3861,QUARTIER  HADDIOUI ,20280,DISTRICT
3862,QUARTIER  HDIOUI ,20280,DISTRICT
3863,QUARTIER  LEILA ,20280,DISTRICT
3864,QUARTIER  LINA ,20280,DISTRICT
3865,QUARTIER  MABROUKA ,20280,DISTRICT
3866,QUARTIER MARJANA,20280,DISTRICT
3867,QUARTIER NAJAH ,20280,DISTRICT
3868,QUARTIER NAJAM ,20280,DISTRICT
3869,QUARTIER OULED LAHCEN ,20280,DISTRICT
3870,QUARTIER OULED RAHOU ,20280,DISTRICT
3871,QUARTIER PAM,20280,DISTRICT
3872,QUARTIER ROKIA ,20280,DISTRICT
3873,QUARTIER SAADA,20280,DISTRICT
3874,QUARTIER SACEM,20280,DISTRICT
3875,QUARTIER SOUFIANE ,20280,DISTRICT
3876,QUARTIER TAIBI,20280,DISTRICT
3877,QUARTIER WOUROUDS ,20280,DISTRICT
3878,QUARTIER ZI IND OULED RAHHOU ,20280,DISTRICT
3879,QUARTIER ZAHRA ,20280,DISTRICT
3880,QUARTIER ZAKIA,20280,DISTRICT
3881,ZONE  INDUSTRIELLE,20280,DISTRICT
3882,CITE  CHEMINOT ,20290,DISTRICT
3883,CITE  COSUMAR ,20290,DISTRICT
3884,CITE  ONE,20290,DISTRICT
3885,CITE  OUDAYAS,20290,DISTRICT
3886,CITE  PHOSPHATE ,20290,DISTRICT
3887,DOUAR  EL KAMRA ,20290,DISTRICT
3888,HAY  LESSIEUR  ,20290,DISTRICT
3889,HAY  ROCHE NOIRES ,20290,DISTRICT
3890,QUARTIER  CHEMINOT ,20290,DISTRICT
3891,QUARTIER  COSUMAR ,20290,DISTRICT
3892,QUARTIER  EL KAMRA ,20290,DISTRICT
3893,QUARTIER  ESSOROR,20290,DISTRICT
3894,QUARTIER  KOUTOUBIA ,20290,DISTRICT
3895,QUARTIER  LESSIEUR ,20290,DISTRICT
3896,QUARTIER MZAB ,20290,DISTRICT
3897,QUARTIER ONCF ,20290,DISTRICT
3898,QUARTIER ONE ,20290,DISTRICT
3899,QUARTIER OUDAYAS,20290,DISTRICT
3900,QUARTIER PHOSPHATE ,20290,DISTRICT
3901,HAY  PALESTINE ,20300,DISTRICT
3902,QUARTIER  BAHMAD ,20300,DISTRICT
3903,QUARTIER  EL MANSOURIA,20300,DISTRICT
3904,QUARTIER  ENNASR ,20300,DISTRICT
3905,QUARTIER  ESSALAM ,20300,DISTRICT
3906,QUARTIER  EZZOHOR ,20300,DISTRICT
3907,QUARTIER  HADIR ,20300,DISTRICT
3908,QUARTIER  IBN BATOUTA ,20300,DISTRICT
3909,QUARTIER  IBTISSAM ,20300,DISTRICT
3910,QUARTIER PALESTINE ,20300,DISTRICT
3911,QUARTIER SABAH ,20300,DISTRICT
3912,QUARTIER SIJIL MASSA,20300,DISTRICT
3913,QUARTIER WIFAK ,20300,DISTRICT
3914,HAY  LA GARE ,20310,DISTRICT
3915,QUARTIER  ABDELLAH BEN YACINE ,20310,DISTRICT
3916,QUARTIER  BEAUVAIS ,20310,DISTRICT
3917,QUARTIER  CHADIA ,20310,DISTRICT
3918,QUARTIER SAFIR,20310,DISTRICT
3919,QUARTIER SOFIA ,20310,DISTRICT
3920,QUARTIER SOFIA I,20310,DISTRICT
3921,QUARTIER SOFIA II,20310,DISTRICT
3922,QUARTIER SOFIA III,20310,DISTRICT
3923,QUARTIER ZAHRA ,20310,DISTRICT
3924,CITE  OULED ZIANE ,20320,DISTRICT
3925,DOUAR  SI AHMED ,20320,DISTRICT
3926,HAY  ARSALANE ,20320,DISTRICT
3927,HAY  EL HOUCINE ALI BEN TOTO ,20320,DISTRICT
3928,HAY  LA VILLETTE ,20320,DISTRICT
3929,HAY  MAKAM ,20320,DISTRICT
3930,HAY  MOHAMED TOTO ,20320,DISTRICT
3931,QUARTIER  ANI BORJA ,20320,DISTRICT
3932,QUARTIER  AL ABRAR ,20320,DISTRICT
3933,QUARTIER  AL AJIRI ,20320,DISTRICT
3934,QUARTIER  AL BARAKA III,20320,DISTRICT
3935,QUARTIER  AL BARAKA I,20320,DISTRICT
3936,QUARTIER  AL BARAKA II,20320,DISTRICT
3937,QUARTIER  AL KHIR ,20320,DISTRICT
3938,QUARTIER  AMINE ,20320,DISTRICT
3939,QUARTIER  ARSALANE ,20320,DISTRICT
3940,QUARTIER  ASSALAMA,20320,DISTRICT
3941,QUARTIER  EL FATH ,20320,DISTRICT
3942,QUARTIER  EL HOUCINE ALI BEN TOTO ,20320,DISTRICT
3943,QUARTIER  HASSAN ALAOUI ,20320,DISTRICT
3944,QUARTIER  KHALIL I ,20320,DISTRICT
3945,QUARTIER  KHALIL II,20320,DISTRICT
3946,QUARTIER  KHALIL III,20320,DISTRICT
3947,QUARTIER  LAAYOUNE ,20320,DISTRICT
3948,QUARTIER MOULAY SLIMANE ,20320,DISTRICT
3949,QUARTIER ORBONOR ,20320,DISTRICT
3950,QUARTIER PIERRE GEORGES,20320,DISTRICT
3951,QUARTIER SIDI AHMED,20320,DISTRICT
3952,QUARTIER SOUARTE ,20320,DISTRICT
3953,QUARTIER VILLETTE,20320,DISTRICT
3954,QUARTIER ZIANE ,20320,DISTRICT
3955,QUARTIER  ANFA II,20330,DISTRICT
3956,QUARTIER  MAARIF,20330,DISTRICT
3957,QUARTIER RAMANDIE,20330,DISTRICT
3958,CITE  COURTIN,20340,DISTRICT
3959,DERB  GHLEFE ,20340,DISTRICT
3960,DOUAR  FERANE JIR BOUJEMAA,20340,DISTRICT
3961,QUARTIER  COURTIN,20340,DISTRICT
3962,QUARTIER  FAMILLE FRANCAISE,20340,DISTRICT
3963,QUARTIER  FERANE JIR BOUJEMAA,20340,DISTRICT
3964,QUARTIER  GHALEF,20340,DISTRICT
3965,QUARTIER  HAJ CHERKI ,20340,DISTRICT
3966,QUARTIER MAHDIA ,20340,DISTRICT
3967,QUARTIER PALMIER,20340,DISTRICT
3968,DOUAR  BEN HAJJAJ,20350,DISTRICT
3969,DOUAR  OULAD HARRES,20350,DISTRICT
3970,HAY  ADIL ,20350,DISTRICT
3971,HAY  AZZEDDINE,20350,DISTRICT
3972,HAY  DAKHLA ,20350,DISTRICT
3973,HAY  JAMAL BEN MSIK ,20350,DISTRICT
3974,HAY  LAAYOUNE ,20350,DISTRICT
3975,HAY  LAMIA ,20350,DISTRICT
3976,HAY  MINOU ,20350,DISTRICT
3977,HAY  MOURAD ,20350,DISTRICT
3978,HAY  TISSIR II ,20350,DISTRICT
3979,IMM  AL MASIRA ,20350,DISTRICT
3980,QUARTIER  AL MASSIRA,20350,DISTRICT
3981,QUARTIER  ATTAYSSIR ,20350,DISTRICT
3982,QUARTIER  HAKAR 1,20350,DISTRICT
3983,QUARTIER  HAKAR 2,20350,DISTRICT
3984,QUARTIER  HAKAR 3,20350,DISTRICT
3985,DERB  GOTAA OULD AICHA ,20360,DISTRICT
3986,HAY  RAJA ,20360,DISTRICT
3987,QUARTIER  ALLAYMOUNE 1,20360,DISTRICT
3988,QUARTIER  GOTAA OULD AICHA ,20360,DISTRICT
3989,QUARTIER  HOPITAUX,20360,DISTRICT
3990,QUARTIER NAJD ,20360,DISTRICT
3991,QUARTIER PARC,20360,DISTRICT
3992,QUARTIER PEPINIERE ,20360,DISTRICT
3993,QUARTIER RAJA ,20360,DISTRICT
3994,DERB  RIAD BENJDIA ,20370,DISTRICT
3995,QUARTIER  ABDELKADER CHTOUKI,20370,DISTRICT
3996,QUARTIER  AL BAIDA,20370,DISTRICT
3997,QUARTIER  AL MAWLID,20370,DISTRICT
3998,QUARTIER  ANFA I ,20370,DISTRICT
3999,QUARTIER  ANFA II,20370,DISTRICT
4000,QUARTIER  ANFA III ,20370,DISTRICT
4001,QUARTIER  BEN AMMAR ,20370,DISTRICT
4002,QUARTIER  BENJDIA ,20370,DISTRICT
4003,QUARTIER  CHANTIMAR ,20370,DISTRICT
4004,QUARTIER  CHNEIDER ,20370,DISTRICT
4005,QUARTIER  CHTOUKI ABDEMKADER ,20370,DISTRICT
4006,QUARTIER  EPINAL ,20370,DISTRICT
4007,QUARTIER  MAARIF,20370,DISTRICT
4008,QUARTIER  MAARIF EXTENTION ,20370,DISTRICT
4009,QUARTIER RAMANDIE I ,20370,DISTRICT
4010,QUARTIER RAMANDIE II ,20370,DISTRICT
4011,QUARTIER SHEIDER ,20370,DISTRICT
4012,RIAD  BENJDIA,20370,DISTRICT
4013,ARSAT MALIK,20380,DISTRICT
4014,DERB  ARSAT MALIK ,20380,DISTRICT
4015,QUARTIER ANNA 1,20380,DISTRICT
4016,QUARTIER  BERGER ,20380,DISTRICT
4017,QUARTIER  CHARAF ,20380,DISTRICT
4018,QUARTIER  E R A C,20380,DISTRICT
4019,ARSAT HAJ MBAREK,20390,DISTRICT
4020,CITE  PLATEAU ,20390,DISTRICT
4021,HAY  BATHA ,20390,DISTRICT
4022,QUARTIER  AL AOUIJA ,20390,DISTRICT
4023,QUARTIER  ANDALOUSSIA,20390,DISTRICT
4024,QUARTIER  CALINA ,20390,DISTRICT
4025,QUARTIER  France VILLE,20390,DISTRICT
4026,QUARTIER NADIA ,20390,DISTRICT
4027,QUARTIER PLATEAUX,20390,DISTRICT
4028,DERB  AL MASSIRA ,20400,DISTRICT
4029,HAY  AL KARIA ,20400,DISTRICT
4030,HAY  DOUMA ,20400,DISTRICT
4031,HAY  FERDILA ,20400,DISTRICT
4032,HAY  MOULAY SMAIL ,20400,DISTRICT
4033,HAY  RAKBOUTE ,20400,DISTRICT
4034,HAY  TIZNIT ,20400,DISTRICT
4035,LOT  MERYEM ,20400,DISTRICT
4036,LOT  REDA ,20400,DISTRICT
4037,LOT REYANE,20400,DISTRICT
4038,QUARTIER  ABIR ,20400,DISTRICT
4039,QUARTIER  AL MARRAKCHI ,20400,DISTRICT
4040,QUARTIER  ANAS,20400,DISTRICT
4041,QUARTIER  CH'HOUBA ,20400,DISTRICT
4042,QUARTIER  DOUMA ,20400,DISTRICT
4043,QUARTIER  DRAOU ,20400,DISTRICT
4044,QUARTIER  EL HOURRIA,20400,DISTRICT
4045,QUARTIER  EL MERS ZINEB 1,20400,DISTRICT
4046,QUARTIER  EL YOUSR,20400,DISTRICT
4047,QUARTIER  ERRAKBOUT ,20400,DISTRICT
4048,QUARTIER  FADLALLAH ,20400,DISTRICT
4049,QUARTIER  FERDILA ,20400,DISTRICT
4050,QUARTIER  HAJ GHAZI ,20400,DISTRICT
4051,QUARTIER  HAT AL HOURIA ,20400,DISTRICT
4052,QUARTIER  HOUDA,20400,DISTRICT
4053,QUARTIER  KARANFOUL ,20400,DISTRICT
4054,QUARTIER  KRIKERE AL ADARISSA,20400,DISTRICT
4055,QUARTIER MARRAKCHI ,20400,DISTRICT
4056,QUARTIER MERYEM II,20400,DISTRICT
4057,QUARTIER OKBA BEN NAFII II,20400,DISTRICT
4058,QUARTIER REKBOUT ,20400,DISTRICT
4059,QUARTIER SIDI MOUMEN JDID G6,20400,DISTRICT
4060,QUARTIER SIDI MOUMEN JDID G7,20400,DISTRICT
4061,QUARTIER SIDI MOUMEN JDID G8,20400,DISTRICT
4062,QUARTIER SIDI MOUMEN JDID G9,20400,DISTRICT
4063,QUARTIER SIDI MOUMEN JDID G1 ,20400,DISTRICT
4064,QUARTIER SIDI MOUMEN JDID G2,20400,DISTRICT
4065,QUARTIER SIDI MOUMEN JDID G3,20400,DISTRICT
4066,QUARTIER SIDI MOUMEN JDID G4,20400,DISTRICT
4067,QUARTIER SIDI MOUMEN JDID G5,20400,DISTRICT
4068,QUARTIER SIDI MOUMEN LAKDIM,20400,DISTRICT
4069,QUARTIER TOUL ,20400,DISTRICT
4070,RESIDENCE MERS ZINEB 1,20400,DISTRICT
4071,RESIDENCE MERS ZINEB 2,20400,DISTRICT
4072,QUARTIER  ANIS,20410,DISTRICT
4073,QUARTIER  EL GHALIA ,20410,DISTRICT
4074,QUARTIER  GUINYMER ,20410,DISTRICT
4075,QUARTIER OASIS,20410,DISTRICT
4076,QUARTIER RIVIERA,20410,DISTRICT
4077,HAY  RAJA ,20420,DISTRICT
4078,QUARTIER  AL WAHA ,20420,DISTRICT
4079,QUARTIER  BACHKOU ,20420,DISTRICT
4080,QUARTIER  BAGATELLE,20420,DISTRICT
4081,QUARTIER  HAJ AHMED HADDAJ ,20420,DISTRICT
4082,QUARTIER  HOPITAUX,20420,DISTRICT
4083,QUARTIER  IHSAN ,20420,DISTRICT
4084,QUARTIER POLICE,20420,DISTRICT
4085,QUARTIER POLO,20420,DISTRICT
4086,QUARTIER RIAD CALIFORNIA,20420,DISTRICT
4087,QUARTIER YASMINA,20420,DISTRICT
4088,QUARTIER ZAKIA I,20420,DISTRICT
4089,QUARTIER ZAKIA III,20420,DISTRICT
4090,QUARTIER ZAKIA V ,20420,DISTRICT
4091,QUARTIER ZAKIA II ,20420,DISTRICT
4092,RESIDENCE RIAD CALIFORNIA,20420,DISTRICT
4093,BLOC 1,20430,DISTRICT
4094,BLOC 10,20430,DISTRICT
4095,BLOC 11,20430,DISTRICT
4096,BLOC 12,20430,DISTRICT
4097,BLOC 13,20430,DISTRICT
4098,BLOC 14,20430,DISTRICT
4099,BLOC 15,20430,DISTRICT
4100,BLOC 16,20430,DISTRICT
4101,BLOC 17,20430,DISTRICT
4102,BLOC 18,20430,DISTRICT
4103,BLOC 19,20430,DISTRICT
4104,BLOC 2,20430,DISTRICT
4105,BLOC 20,20430,DISTRICT
4106,BLOC 21,20430,DISTRICT
4107,BLOC 22,20430,DISTRICT
4108,BLOC 23,20430,DISTRICT
4109,BLOC 24,20430,DISTRICT
4110,BLOC 25,20430,DISTRICT
4111,BLOC 26,20430,DISTRICT
4112,BLOC 27,20430,DISTRICT
4113,BLOC 28,20430,DISTRICT
4114,BLOC 29,20430,DISTRICT
4115,BLOC 3,20430,DISTRICT
4116,BLOC 31,20430,DISTRICT
4117,BLOC 32,20430,DISTRICT
4118,BLOC 33,20430,DISTRICT
4119,BLOC 34,20430,DISTRICT
4120,BLOC 35,20430,DISTRICT
4121,BLOC 36,20430,DISTRICT
4122,BLOC 4,20430,DISTRICT
4123,BLOC 5,20430,DISTRICT
4124,BLOC 6,20430,DISTRICT
4125,BLOC 7,20430,DISTRICT
4126,BLOC 8,20430,DISTRICT
4127,BLOC 9,20430,DISTRICT
4128,BLOC HOFARA KHLIFA CD ,20430,DISTRICT
4129,CITE  DEJMAA,20430,DISTRICT
4130,CITE  DEJMAA BLOC ABCDEN ,20430,DISTRICT
4131,CITE  DEJMAA BLOC FGIMHKL,20430,DISTRICT
4132,DERB  DOUAM,20430,DISTRICT
4133,DERB  DOUMA,20430,DISTRICT
4134,DERB  FRAIHA ,20430,DISTRICT
4135,DERB  KOUDIA ,20430,DISTRICT
4136,DERB  LAADAM,20430,DISTRICT
4137,DERB LAHAJAR ,20430,DISTRICT
4138,DERB  MOULAY BOUCHIB ,20430,DISTRICT
4139,DERB  SALAMA,20430,DISTRICT
4140,HAY  EL MESSAOUDIA ,20430,DISTRICT
4141,HAY  JAMILA 1 KSAR BHAR ,20430,DISTRICT
4142,HAY  KASR BHAR ,20430,DISTRICT
4143,KSAR  BHAR ,20430,DISTRICT
4144,QUARTIER  AL AHD EL JADID ,20430,DISTRICT
4145,QUARTIER  ARTISANAT ,20430,DISTRICT
4146,QUARTIER  ARTIZANA C ,20430,DISTRICT
4147,QUARTIER  ARTIZANAC DJEMAA BLOC 1 A16,20430,DISTRICT
4148,QUARTIER  CALOGERA ,20430,DISTRICT
4149,QUARTIER  DJEMAA,20430,DISTRICT
4150,QUARTIER  DOUAM ,20430,DISTRICT
4151,QUARTIER  FAL TISSIR ,20430,DISTRICT
4152,QUARTIER  FARIHA ,20430,DISTRICT
4153,QUARTIER  JAMILA 1 ,20430,DISTRICT
4154,QUARTIER  JAMILA  1 MASSOUDIA ,20430,DISTRICT
4155,QUARTIER  JAMILA 3,20430,DISTRICT
4156,QUARTIER  JAMILA 2,20430,DISTRICT
4157,QUARTIER  JAWADI ALHAD AL JADID ,20430,DISTRICT
4158,QUARTIER  KHALIFA OUKACHA ,20430,DISTRICT
4159,QUARTIER  KHALIFA ,20430,DISTRICT
4160,QUARTIER  KOUDIA,20430,DISTRICT
4161,QUARTIER MESSAOUDIA,20430,DISTRICT
4162,QUARTIER MOULAY BOUCHAIB ,20430,DISTRICT
4163,QUARTIER SALAMA,20430,DISTRICT
4164,DERB  KHALID,20440,DISTRICT
4165,DERB  LAALOU AL HOUDA ,20440,DISTRICT
4166,DOUAR  SIDI AHMED BELHCEN ,20440,DISTRICT
4167,HAY  ENNOUR I ,20440,DISTRICT
4168,HAY  HOUDA ,20440,DISTRICT
4169,QUARTIER  HOUDA,20440,DISTRICT
4170,QUARTIER  JAMILA  4,20440,DISTRICT
4171,QUARTIER  JAMILA 5,20440,DISTRICT
4172,QUARTIER  JAMILA 6,20440,DISTRICT
4173,QUARTIER  JAMILA  7,20440,DISTRICT
4174,QUARTIER  LAALOU,20440,DISTRICT
4175,QUARTIER SALMIA I,20440,DISTRICT
4176,QUARTIER SALMIA I H ENNOURI,20440,DISTRICT
4177,CARRIER  KHALIFA OUKACHA I,20450,DISTRICT
4178,DERB  FARAJ ,20450,DISTRICT
4179,DERB  KHADDOUJ HLIMA,20450,DISTRICT
4180,DERB  KHALIFA BEN MSIK ,20450,DISTRICT
4181,DERB  QUATRIEME TRANCHE ,20450,DISTRICT
4182,DERB  SOUAD II ,20450,DISTRICT
4183,DERB  YOUSSOUFIA ,20450,DISTRICT
4184,HAY  AL AHD EL JADID ,20450,DISTRICT
4185,HAY  AL MANSOUR ,20450,DISTRICT
4186,HAY  AL OTHMANIA ,20450,DISTRICT
4187,HAY  HAKAM ,20450,DISTRICT
4188,HAY  HASSANIA I-II ET II,20450,DISTRICT
4189,HAY  JAWADI ,20450,DISTRICT
4190,HAY  MOHAMED BEN LAHCEN OUAZANI ,20450,DISTRICT
4191,HAY  WAHDA I ET  II ,20450,DISTRICT
4192,QUARTIER  AAHD AL JADID ,20450,DISTRICT
4193,QUARTIER  AL MANSSOUR ,20450,DISTRICT
4194,QUARTIER  AL OTMANIA,20450,DISTRICT
4195,QUARTIER  BEN MSIK ,20450,DISTRICT
4196,QUARTIER  EL WAHDA ,20450,DISTRICT
4197,QUARTIER  HAKAM,20450,DISTRICT
4198,QUARTIER  IFRIQUIA ,20450,DISTRICT
4199,QUARTIER  IFRIQUIA  HAKAM 2,20450,DISTRICT
4200,QUARTIER  ITISSAL 1,20450,DISTRICT
4201,QUARTIER  ITISSAL 2,20450,DISTRICT
4202,QUARTIER  ITISSAL 3,20450,DISTRICT
4203,QUARTIER  JAMILA 6,20450,DISTRICT
4204,QUARTIER  KALOJIRA ,20450,DISTRICT
4205,QUARTIER  KALOJIRA HASSANIA 1,20450,DISTRICT
4206,QUARTIER  KALOJIRA HASSANIA 2,20450,DISTRICT
4207,QUARTIER  KALOJIRA HASSANIA 3,20450,DISTRICT
4208,QUARTIER  KHADDOUJ HLIMA ,20450,DISTRICT
4209,QUARTIER MOHAMED BEN HASSAN OUAZZANI ,20450,DISTRICT
4210,QUARTIER OTMANIA,20450,DISTRICT
4211,QUARTIER QUATRIEME TRANCHE ,20450,DISTRICT
4212,QUARTIER SOUAD II,20450,DISTRICT
4213,DOUAR  CHAMA,20460,DISTRICT
4214,DOUAR  DLALHA ,20460,DISTRICT
4215,DOUAR  SMAALA ,20460,DISTRICT
4216,DOUAR  ZKAOURA ,20460,DISTRICT
4217,LOT OMARIA,20460,DISTRICT
4218,LOT  OULED TALEB ,20460,DISTRICT
4219,QUARTIER  ADDAMANE ,20460,DISTRICT
4220,QUARTIER  BEAUCITE ,20460,DISTRICT
4221,QUARTIER CANITA,20460,DISTRICT
4222,QUARTIER  CHRIFA ,20460,DISTRICT
4223,QUARTIER  HADAOUIA 1,20460,DISTRICT
4224,QUARTIER  HADAOUIA 2,20460,DISTRICT
4225,QUARTIER  HADAOUIA 3,20460,DISTRICT
4226,QUARTIER  HADDAOUIA,20460,DISTRICT
4227,QUARTIER  KRIMATE ,20460,DISTRICT
4228,QUARTIER MANDARONA,20460,DISTRICT
4229,QUARTIER MARYA,20460,DISTRICT
4230,QUARTIER MIRAMAR,20460,DISTRICT
4231,QUARTIER MOUNA ,20460,DISTRICT
4232,QUARTIER OMARIA,20460,DISTRICT
4233,QUARTIER OULED TALEB ,20460,DISTRICT
4234,QUARTIER OULHIANE ,20460,DISTRICT
4235,QUARTIER ZAKARIA ,20460,DISTRICT
4236,QUARTIER ZKAOURA ,20460,DISTRICT
4237,BLOC ANCIEN LAZARET ,20470,DISTRICT
4238,DERB  BENNANI,20470,DISTRICT
4239,DERB  DAR ASKRI ,20470,DISTRICT
4240,DERB  DIWANE ,20470,DISTRICT
4241,DERB  EL KHEIR,20470,DISTRICT
4242,DERB  HOURIA ,20470,DISTRICT
4243,HAY  ANIGRIT ,20470,DISTRICT
4244,HAY  YACOUT ,20470,DISTRICT
4245,QUARTIER  AIN CHOK ,20470,DISTRICT
4246,QUARTIER  ANCIEN LAZARET ,20470,DISTRICT
4247,QUARTIER  ANDALOUS 3,20470,DISTRICT
4248,QUARTIER  ANDALOUS 5,20470,DISTRICT
4249,QUARTIER  ANDALOUS4,20470,DISTRICT
4250,QUARTIER  ANDALOUS6,20470,DISTRICT
4251,QUARTIER  ANDALOUSS I ,20470,DISTRICT
4252,QUARTIER  ANIGRIT ,20470,DISTRICT
4253,QUARTIER  BENNANI ,20470,DISTRICT
4254,QUARTIER  BINE LAMDOUNE ,20470,DISTRICT
4255,QUARTIER  DIWANE ,20470,DISTRICT
4256,QUARTIER  EL KOUTOUBIA ,20470,DISTRICT
4257,QUARTIER  GHALI AYOUCHI ,20470,DISTRICT
4258,QUARTIER  KHABIR ,20470,DISTRICT
4259,QUARTIER  KOUTOUBIA ,20470,DISTRICT
4260,QUARTIER  L'YACOUT ,20470,DISTRICT
4261,QUARTIER RMILA,20470,DISTRICT
4262,QUARTIER YACOUT,20470,DISTRICT
4263,ARSAT  TOUAZA,20480,DISTRICT
4264,CARRIER  BOUJRADA ,20480,DISTRICT
4265,CARRIER  DAR RAHAL EL MESKINI ,20480,DISTRICT
4266,CITE  OUDE AL MAKHAZINE,20480,DISTRICT
4267,COOPERATIVE  ANNASR,20480,DISTRICT
4268,DAR  CADI BEN DRISS,20480,DISTRICT
