id,name,code,type
3255, DAR TALIBA,16100,DISTRICT
3256, ECOLE JOULANE,16100,DISTRICT
3257,QUARTIER EL KOUCH,16100,DISTRICT
3258,HAY EL MERSE,16100,DISTRICT
3259,HAY ESSALAM,16100,DISTRICT
3260,BLOC FADL ALLAH,16100,DISTRICT
3261,BLOC HIND,16100,DISTRICT
3262,LOTISSEMENT ISMAILIA,16100,DISTRICT
3263,LOTISSEMENT JAWHARA,16100,DISTRICT
3264,QUARTIER KASBAH,16100,DISTRICT
3265,BLOC MABROUKA,16100,DISTRICT
3266,QUARTIER MILOUD,16100,DISTRICT
3267,BLOC MOULAY IDRISS,16100,DISTRICT
3268,BLOC MUSTAPHA,16100,DISTRICT
3269,LOTISSEMENT NACER,16100,DISTRICT
3270,HAY QODS,16100,DISTRICT
3271,HAY RIAD,16100,DISTRICT
3272,BLOC SAADA,16100,DISTRICT
3273,MARCHE SAHRAOUA,16100,DISTRICT
3274,QUARTIER SAHRAOUA,16100,DISTRICT
3275,BLOC SALAM,16100,DISTRICT
3276,HAY SLAOUI,16100,DISTRICT
3277,LOTISSEMENT TALEB,16100,DISTRICT
3278,LOTISSEMENT YASSIMINA II,16100,DISTRICT
3279,HAY YASSMINE,16100,DISTRICT
3280,LOTISSEMENT YASSMINE,16100,DISTRICT
3281,QUARTIER ZAOUIA,16100,DISTRICT
3282,QUARTIER ZAOUIA I,16100,DISTRICT
3283,QUARTIER ZAOUIA II,16100,DISTRICT
3284,LOTISSEMENT ZNIBRIYA,16100,DISTRICT
3285,MOSQUE ZNIBRIYA,16100,DISTRICT
3286,QUARTIER SIDI BELYOUT HORLOGE,20000,DISTRICT
3287,DERB  ALGBBAS,20010,DISTRICT
3288,DERB  BOUCHAIB ,20010,DISTRICT
3289,DERB  EL GARAA,20010,DISTRICT
3290,DERB  EL MEDRA ,20010,DISTRICT
3291,DERB  HADDADA,20010,DISTRICT
3292,DERB  JNAOUA ,20010,DISTRICT
3293,DERB  KHEDDAMA ,20010,DISTRICT
3294,DERB  LAAROUSSA,20010,DISTRICT
3295,DERB  LAGSAB ,20010,DISTRICT
3296,DERB  SBAA BROUM ,20010,DISTRICT
3297,QUARTIER  ALGABBAS,20010,DISTRICT
3298,QUARTIER  ANCIEN MEDINA ,20010,DISTRICT
3299,QUARTIER  BOUCHAIB ,20010,DISTRICT
3300,QUARTIER  EL GARAA ,20010,DISTRICT
3301,QUARTIER  EL MEDRA ,20010,DISTRICT
3302,QUARTIER  HADDADA,20010,DISTRICT
3303,QUARTIER  KHEDDAMA,20010,DISTRICT
3304,QUARTIER  LAAROUSSA,20010,DISTRICT
3305,QUARTIER  LAGSAB ,20010,DISTRICT
3306,QUARTIER NAKHLA ,20010,DISTRICT
3307,QUARTIER SBAA BROUN,20010,DISTRICT
3308,QUARTIER ZIZOUNA ,20010,DISTRICT
3309,ARSAT  ISMAIL CHERRADI ,20020,DISTRICT
3310,ARSAT   SMAIN,20020,DISTRICT
3311,DERB ARAST SMAIN ,20020,DISTRICT
3312,DERB BEN SELLAM ,20020,DISTRICT
3313,DERB  BOUHAMOU ,20020,DISTRICT
3314,DERB  BOUHMALA ,20020,DISTRICT
3315,DERB  DALIA ,20020,DISTRICT
3316,DERB  HADDAOUI ,20020,DISTRICT
3317,DERB  RMAD,20020,DISTRICT
3318,DERB  SMAIL  CHERRADI ,20020,DISTRICT
3319,QUARTIER  BEN SELLAM,20020,DISTRICT
3320,QUARTIER  BOUHAMOU,20020,DISTRICT
3321,QUARTIER  BOUHMALA ,20020,DISTRICT
3322,QUARTIER  DALIA,20020,DISTRICT
3323,QUARTIER  HADDOUI ,20020,DISTRICT
3324,QUARTIER MEDINA 1,20020,DISTRICT
3325,QUARTIER RMAD ,20020,DISTRICT
3326,QUARTIER SMAIL CHERRADI ,20020,DISTRICT
3327,ARSAT   FTIHATE,20030,DISTRICT
3328,ARSAT  BEN SLAMA,20030,DISTRICT
3329,DERB  ABDELLAH ,20030,DISTRICT
3330,DERB  ARSAT BEN SLAMA ,20030,DISTRICT
3331,DERB  BEN AACHIR ,20030,DISTRICT
3332,DERB  BEN HOUMANE ,20030,DISTRICT
3333,DERB  CHAFII ,20030,DISTRICT
3334,DERB  DICKS ,20030,DISTRICT
3335,DERB  EL HAMMAME,20030,DISTRICT
3336,DERB  JRANE ,20030,DISTRICT
3337,DERB  KACHBAR ,20030,DISTRICT
3338,DERB  SOUFI ,20030,DISTRICT
3339,DERB  TAZI ,20030,DISTRICT
3340,QUARTIER  ABDELLAH ,20030,DISTRICT
3341,QUARTIER  BEN HOUMANE ,20030,DISTRICT
3342,QUARTIER  BENAACHIR ,20030,DISTRICT
3343,QUARTIER  CHAFII ,20030,DISTRICT
3344,QUARTIER  CUBA ,20030,DISTRICT
3345,QUARTIER  DICKS,20030,DISTRICT
3346,QUARTIER  EL HAMMAME,20030,DISTRICT
3347,QUARTIER  JRANE ,20030,DISTRICT
3348,QUARTIER  KACHBAR ,20030,DISTRICT
3349,QUARTIER MADINA 2,20030,DISTRICT
3350,QUARTIER SOUFI ,20030,DISTRICT
3351,QUARTIER TAZI ,20030,DISTRICT
3352,DERB  LOUBILA ,20040,DISTRICT
3353,HAY  TASSAHOUL 2,20040,DISTRICT
3354,QUARTIER  AL MANSOUR ,20040,DISTRICT
3355,QUARTIER  BOURGOGNE ,20040,DISTRICT
3356,QUARTIER  LOUBILA ,20040,DISTRICT
3357,QUARTIER TASSAHOUL 2,20040,DISTRICT
3358,DOUAR  SIDI BRAHIM ,20050,DISTRICT
3359,HAY  LOPEZ ,20050,DISTRICT
3360,QUARTIER  BOURGOGNE ,20050,DISTRICT
3361,QUARTIER  CASA PLAISANCE,20050,DISTRICT
3362,QUARTIER  FARAJ ,20050,DISTRICT
3363,QUARTIER  IDEAL ,20050,DISTRICT
3364,QUARTIER  LES CHAMPS D'ANFA ,20050,DISTRICT
3365,QUARTIER RIYAD ANFA,20050,DISTRICT
3366,QUARTIER TOULOUTE BRAICHA,20050,DISTRICT
3367,RIAD  ANFA,20050,DISTRICT
3368,HAY  GHAUTIER ,20060,DISTRICT
3369,QUARTIER  GHAUTIER ,20060,DISTRICT
3370,QUARTIER  KENZA ,20060,DISTRICT
3371,DERB  AL FASSA ,20070,DISTRICT
3372,DERB  BACHKOU ,20070,DISTRICT
3373,QUARTIER  AL FASSA,20070,DISTRICT
3374,QUARTIER  BACHKOU ,20070,DISTRICT
3375,QUARTIER  FASSA,20070,DISTRICT
3376,QUARTIER LIGUE ARABE,20070,DISTRICT
3377,QUARTIER PARC DE LA LIGUE ARABE ,20070,DISTRICT
3378,DERB  OMAR ,20080,DISTRICT
3379,DERB  OMAR SECTEUR 1,20080,DISTRICT
3380,KISSARIAT  AIT MZAL ,20090,DISTRICT
3381,KISSARIAT  BENJELLOUN,20090,DISTRICT
3382,KISSARIAT  DATES ,20090,DISTRICT
3383,KISSARIAT  EL ALAM ,20090,DISTRICT
3384,KISSARIAT  HADJ ABDELLAH HASSAN ,20090,DISTRICT
3385,KISSARIAT  LAHRIZI ,20090,DISTRICT
3386,HAY  RACINE ,20100,DISTRICT
3387,IMMEUBLE  BOHLY ,20100,DISTRICT
3388,LOTISSEMENT ARENES ,20100,DISTRICT
3389,QUARTIER  KHOURIBGA ,20100,DISTRICT
3390,QUARTIER QUATRE SEPTEMBRE,20100,DISTRICT
3391,QUARTIER RACINE ,20100,DISTRICT
3392,QUARTIER VILLA SIAGH,20100,DISTRICT
3393,RESIDENCE KHOURIBGA ,20100,DISTRICT
3394,QUARTIER  BEN SLIMANE ,20110,DISTRICT
3395,QUARTIER  BEN JDIA LIBERTE ,20120,DISTRICT
3396,QUARTIER  COMPTOIR ,20120,DISTRICT
3397,QUARTIER  KAIOUNA ,20120,DISTRICT
3398,QUARTIER  KARIMA ,20120,DISTRICT
3399,QUARTIER OMAR ,20120,DISTRICT
3400,QUARTIER TARIK,20120,DISTRICT
3401,QUARTIER  AL HAMMAM,20130,DISTRICT
3402,QUARTIER MERS SULTAN  SECTEUR 1,20130,DISTRICT
3403,QUARTIER  AL ALIA I,20140,DISTRICT
3404,QUARTIER  AL HAMD,20140,DISTRICT
3405,QUARTIER  AUGOUG ,20140,DISTRICT
3406,QUARTIER MERS SULTAN  SECTEUR 2,20140,DISTRICT
3407,LOTISSEMENT  LA COLINE ,20150,DISTRICT
3408,QUARTIER  AIT HMIDI ,20150,DISTRICT
3409,QUARTIER  AL MAJD ,20150,DISTRICT
3410,QUARTIER  AL MANARA ,20150,DISTRICT
3411,QUARTIER  ARIEGE ,20150,DISTRICT
3412,QUARTIER  BELLEVUE,20150,DISTRICT
3413,QUARTIER  BERRADA ,20150,DISTRICT
3414,QUARTIER  CAGA,20150,DISTRICT
3415,QUARTIER  CAGE,20150,DISTRICT
3416,QUARTIER  CALIFORNIA,20150,DISTRICT
3417,QUARTIER  CALIFORNIE,20150,DISTRICT
3418,QUARTIER  CHAGHDANI ,20150,DISTRICT
3419,QUARTIER  CHAMPY ,20150,DISTRICT
3420,QUARTIER  ERRACHAD,20150,DISTRICT
3421,QUARTIER  FLORIDA,20150,DISTRICT
3422,QUARTIER  GHOFRA ,20150,DISTRICT
3423,QUARTIER  KALTOUM ,20150,DISTRICT
3424,QUARTIER  KARAM ,20150,DISTRICT
3425,QUARTIER  KAWTAR ,20150,DISTRICT
3426,QUARTIER  KENZA ,20150,DISTRICT
3427,QUARTIER  KHARBOUCHA ,20150,DISTRICT
3428,QUARTIER  LA COLINE SIDI MAAROUF ,20150,DISTRICT
3429,QUARTIER  LAATOUR ,20150,DISTRICT
3430,QUARTIER  LAILA II ,20150,DISTRICT
3431,QUARTIER  LAKHOUDRA ,20150,DISTRICT
3432,QUARTIER  LAROSERIE,20150,DISTRICT
3433,QUARTIER  LES JARDINS ,20150,DISTRICT
3434,QUARTIER  MADANIA ,20150,DISTRICT
3435,QUARTIER MAJBAR ,20150,DISTRICT
3436,QUARTIER MIMOZA,20150,DISTRICT
3437,QUARTIER MOULAY DRISS,20150,DISTRICT
3438,QUARTIER MOULAY SMAIL ,20150,DISTRICT
3439,QUARTIER ROSERAIS,20150,DISTRICT
3440,QUARTIER SAIDA,20150,DISTRICT
3441,QUARTIER SELOUA II ,20150,DISTRICT
3442,QUARTIER SELOUA III,20150,DISTRICT
3443,QUARTIER SIHAM ,20150,DISTRICT
3444,QUARTIER SMAAILIA,20150,DISTRICT
3445,QUARTIER TANAY,20150,DISTRICT
3446,QUARTIER VERMONT ,20150,DISTRICT
3447,QUARTIER ZINEB ,20150,DISTRICT
3448,ARSAT HAJ ABDESLAM,20160,DISTRICT
3449,BLOC F AUXILLIAIRES,20160,DISTRICT
3450,BLOC FAR ,20160,DISTRICT
3451,CARRIER  CARRIER  MAROCAIN ,20160,DISTRICT
3452,DERB  HAJ BOUCHAIB ,20160,DISTRICT
3453,DERB  HAJA ZOHRA ,20160,DISTRICT
3454,DERB  JDID,20160,DISTRICT
3455,HAY EL GHARBI,20160,DISTRICT
3456,QUARTIER  BELVUE ,20160,DISTRICT
3457,QUARTIER  DAWLIZ,20160,DISTRICT
3458,QUARTIER  DIYAR,20160,DISTRICT
3459,QUARTIER  EL GHARBI ,20160,DISTRICT
3460,QUARTIER  EL HANK ,20160,DISTRICT
3461,QUARTIER  EL MANAR ,20160,DISTRICT
3462,QUARTIER  FAR ,20160,DISTRICT
3463,QUARTIER  FORCES AUXILLIAIRES,20160,DISTRICT
3464,QUARTIER  HAJ BOUCHAIB ,20160,DISTRICT
3465,QUARTIER  LAHJAJMA ,20160,DISTRICT
3466,QUARTIER MAROCAIN ,20160,DISTRICT
3467,QUARTIER TASSAHOUL ,20160,DISTRICT
3468,DAR  HAJ MOKHTAR ,20170,DISTRICT
3469,DOUAR  DOUAR NOUNEZ ,20170,DISTRICT
3470,QUARTIER  ABDELHAY ,20170,DISTRICT
3471,QUARTIER  AIN DAIB ,20170,DISTRICT
3472,QUARTIER  AMBAR I ,20170,DISTRICT
3473,QUARTIER  AMBRAR II ,20170,DISTRICT
3474,QUARTIER  ANFA SUPERIEUR ,20170,DISTRICT
3475,QUARTIER  ANISSA,20170,DISTRICT
3476,QUARTIER  ARAHA ,20170,DISTRICT
3477,QUARTIER  GIMO ,20170,DISTRICT
3478,QUARTIER  HADJ MOKHTAR ,20170,DISTRICT
3479,QUARTIER  JARDIN DANFA ,20170,DISTRICT
3480,QUARTIER MZOUGA ,20170,DISTRICT
3481,QUARTIER NENEZ,20170,DISTRICT
3482,QUARTIER NEZHA ,20170,DISTRICT
3483,QUARTIER PARANFA,20170,DISTRICT
3484,QUARTIER SIDI BOUSSELHAM,20170,DISTRICT
3485,QUARTIER SOFIA ,20170,DISTRICT
3486,QUARTIER VAL D'ANFA,20170,DISTRICT
3487,QUARTIER WALILI,20170,DISTRICT
3488,RESIDENCE MORJANE ,20170,DISTRICT
3489,DOUAR  ABDELHAY ,20180,DISTRICT
3490,DOUAR  BELARBI ,20180,DISTRICT
3491,DOUAR  CHERKAOUI ,20180,DISTRICT
3492,DOUAR  DAR HAJJA FATNA ,20180,DISTRICT
3493,DOUAR  FADDOUL ,20180,DISTRICT
3494,DOUAR  MOUNOU ,20180,DISTRICT
3495,DOUAR  OULED JMEL,20180,DISTRICT
3496,DOUAR  SI GHANEM ,20180,DISTRICT
3497,HAY  DOUAR CHERKAOUI ,20180,DISTRICT
3498,HAY  DOUAR  FADDOUL ,20180,DISTRICT
3499,HAY  DOUAR MOUNOU ,20180,DISTRICT
3500,LOTISSEMENT  MCALLA,20180,DISTRICT
3501,LOTISSEMENT SALAJ ,20180,DISTRICT
3502,QUARTIER  ABDELHAY ,20180,DISTRICT
3503,QUARTIER  AIN DAIB ,20180,DISTRICT
3504,QUARTIER  AMBAR I ,20180,DISTRICT
3505,QUARTIER  AMBAR II ,20180,DISTRICT
3506,QUARTIER  ANISSA,20180,DISTRICT
3507,QUARTIER  ARAHA III ,20180,DISTRICT
3508,QUARTIER  ARD KEBIR ,20180,DISTRICT
3509,QUARTIER  ARROMANCHE ,20180,DISTRICT
3510,QUARTIER  BAYGA ,20180,DISTRICT
3511,QUARTIER  BELARBI ,20180,DISTRICT
3512,QUARTIER  BOULLARD ,20180,DISTRICT
3513,QUARTIER  CHNEIDER ,20180,DISTRICT
3514,QUARTIER  DOHA ,20180,DISTRICT
3515,QUARTIER  DRIFFA,20180,DISTRICT
3516,QUARTIER  EL ALEJ ,20180,DISTRICT
3517,QUARTIER  ENNAIM ,20180,DISTRICT
3518,QUARTIER  FATH ,20180,DISTRICT
3519,QUARTIER  HAJ MOKHTAR ,20180,DISTRICT
3520,QUARTIER  HAMRIA ,20180,DISTRICT
3521,QUARTIER  KHAJJA FATNA ,20180,DISTRICT
3522,QUARTIER MANZAH,20180,DISTRICT
3523,QUARTIER MCALLA ,20180,DISTRICT
3524,QUARTIER MCHICHIA,20180,DISTRICT
3525,QUARTIER MESSAOUDA,20180,DISTRICT
3526,QUARTIER MOUNTAZAH ,20180,DISTRICT
3527,QUARTIER NARJIS ,20180,DISTRICT
3528,QUARTIER ONE ,20180,DISTRICT
3529,QUARTIER OULAD HAJJA FATNA ,20180,DISTRICT
3530,QUARTIER OULAD JEMEL ,20180,DISTRICT
3531,QUARTIER RAHA III,20180,DISTRICT
3532,QUARTIER RION ,20180,DISTRICT
3533,QUARTIER SALAJ,20180,DISTRICT
3534,QUARTIER SATAM ,20180,DISTRICT
3535,QUARTIER SINDIBAD ,20180,DISTRICT
3536,QUARTIER VOULUBILIS,20180,DISTRICT
3537,QUARTIER WALCANATI,20180,DISTRICT
3538,QUARTIER YOUSSEF,20180,DISTRICT
3539,QUARTIER ZEMOURIA ,20180,DISTRICT
3540,RESIDENCE LA COTE ,20180,DISTRICT
3541,RESIDENCE SALSABILA,20180,DISTRICT
3542,DOUAR  HADJ BOUCHAIB WATANI ,20190,DISTRICT
3543,DOUAR  HAFFARI ,20190,DISTRICT
3544,DOUAR  LAKLOUCHA ,20190,DISTRICT
3545,DOUAR  MOULAY  ZITOUNA ,20190,DISTRICT
3546,DOUAR  M'QUILIBA ,20190,DISTRICT
3547,DOUAR  OULED AHMED,20190,DISTRICT
3548,HAY  LISSASSFA ,20190,DISTRICT
3549,KASBAT  AMINE,20190,DISTRICT
3550,KASBAT  BEN AMAR ,20190,DISTRICT
3551,LOTISSEMENT  KASBAT LAMINE ,20190,DISTRICT
3552,OPERATION  LISSASSFA ,20190,DISTRICT
3553,QUARTIER  AL ITTIFAK ,20190,DISTRICT
3554,QUARTIER  BARAKA ,20190,DISTRICT
3555,QUARTIER  BATOUL ,20190,DISTRICT
3556,QUARTIER  EL FARAH ,20190,DISTRICT
3557,QUARTIER  HAFFARI ,20190,DISTRICT
3558,QUARTIER  HAJ BOUCHAIB  WATANI ,20190,DISTRICT
3559,QUARTIER  HAUT OPERATION ,20190,DISTRICT
3560,QUARTIER  ICHRAF ,20190,DISTRICT
3561,QUARTIER  ISLANE ,20190,DISTRICT
3562,QUARTIER  KENZA ,20190,DISTRICT
3563,QUARTIER  LAKLOUCHA ,20190,DISTRICT
3564,QUARTIER  LAYMOUNE ,20190,DISTRICT
3565,QUARTIER  LISSASFA 1,20190,DISTRICT
3566,QUARTIER  LISSASFA 2,20190,DISTRICT
3567,QUARTIER  LISSASFA 3,20190,DISTRICT
3568,QUARTIER MENARA ,20190,DISTRICT
3569,QUARTIER NASSIM ,20190,DISTRICT
3570,QUARTIER OULED AHMED ,20190,DISTRICT
3571,QUARTIER SMERRALDA,20190,DISTRICT
3572,QUARTIER ZITOUNA ,20190,DISTRICT
3573,ZONE  INDUSTRIELLE,20190,DISTRICT
3574,ZONE  INDUSTRIELLE LISSASFA,20190,DISTRICT
3575,HAY  MALAAIB ,20200,DISTRICT
3576,QUARTIER  AEROPORT,20200,DISTRICT
3577,QUARTIER  BEAUSEJOUR ,20200,DISTRICT
3578,QUARTIER  CRETES,20200,DISTRICT
3579,QUARTIER  FADLALLAH ,20200,DISTRICT
3580,QUARTIER  FERME BRETANNE,20200,DISTRICT
3581,QUARTIER  FERME BRETONE,20200,DISTRICT
3582,QUARTIER  GUYNEMER ,20200,DISTRICT
3583,QUARTIER  LAYA ,20200,DISTRICT
3584,QUARTIER MALAAIB ,20200,DISTRICT
3585,QUARTIER O C P,20200,DISTRICT
3586,QUARTIER O N E,20200,DISTRICT
3587,QUARTIER RAHA ,20200,DISTRICT
3588,QUARTIER RAM,20200,DISTRICT
3589,COMPLEXE  EL HANA,20210,DISTRICT
3590,HAY  EL HANA ,20210,DISTRICT
3591,QUARTIER  AL MANSOUR ,20210,DISTRICT
3592,QUARTIER  ALHANA ,20210,DISTRICT
3593,QUARTIER  AMINA ,20210,DISTRICT
3594,QUARTIER  ARIANE ,20210,DISTRICT
3595,QUARTIER  AYOUCHE ,20210,DISTRICT
3596,QUARTIER  BASES I,20210,DISTRICT
3597,QUARTIER  BASES II ,20210,DISTRICT
3598,QUARTIER  BASES III ,20210,DISTRICT
3599,QUARTIER  BRAHIM ,20210,DISTRICT
3600,QUARTIER  C I L,20210,DISTRICT
3601,QUARTIER  CHAOUJBIB ,20210,DISTRICT
3602,QUARTIER  CHEMS ,20210,DISTRICT
3603,QUARTIER  CIEL ,20210,DISTRICT
3604,QUARTIER  CLAUDE ODIL ,20210,DISTRICT
3605,QUARTIER  EL HANA,20210,DISTRICT
3606,QUARTIER  ESSALAM ,20210,DISTRICT
3607,QUARTIER  FATNA ,20210,DISTRICT
3608,QUARTIER  FOUZIA,20210,DISTRICT
3609,QUARTIER  GHANDI ,20210,DISTRICT
3610,QUARTIER  HANBALI ,20210,DISTRICT
3611,QUARTIER  IDEAL ,20210,DISTRICT
3612,QUARTIER  JAV ,20210,DISTRICT
3613,QUARTIER  JEUNES ,20210,DISTRICT
3614,QUARTIER  KIK ,20210,DISTRICT
3615,QUARTIER  LANCHANG ,20210,DISTRICT
3616,QUARTIER  LIMOUX,20210,DISTRICT
3617,QUARTIER  LONG CHAMPS,20210,DISTRICT
3618,QUARTIER MANSOUR ,20210,DISTRICT
3619,QUARTIER MESSAOUDIA,20210,DISTRICT
3620,QUARTIER MOUNA ,20210,DISTRICT
3621,QUARTIER NADEL ,20210,DISTRICT
3622,QUARTIER NAKLE TAOUIL ,20210,DISTRICT
3623,QUARTIER POLICE,20210,DISTRICT
3624,QUARTIER  SAADI I,20210,DISTRICT
3625,QUARTIER SAADI II,20210,DISTRICT
3626,QUARTIER SAFARI,20210,DISTRICT
3627,QUARTIER SOFIA ,20210,DISTRICT
3628,QUARTIER STADES,20210,DISTRICT
3629,CITE  COMMUNE ,20220,DISTRICT
3630,CITE  DE L'AIR,20220,DISTRICT
3631,CITE  UNION ,20220,DISTRICT
3632,DERB  MAALAM  ABDELLAH ,20220,DISTRICT
3633,DOUAR  DAR DAOUDI ,20220,DISTRICT
3634,HAY  ASSAADA,20220,DISTRICT
3635,HAY  EL MES ,20220,DISTRICT
3636,HAY  ITTIHAD ,20220,DISTRICT
3637,LOT  AL FIRDOUS,20220,DISTRICT
3638,LOT  HADAKAT OUM RABII ,20220,DISTRICT
3639,QUARTIER  ADMINISTRATIF,20220,DISTRICT
3640,QUARTIER  AIR ,20220,DISTRICT
3641,QUARTIER  AL FIRDOUS,20220,DISTRICT
3642,QUARTIER  AL WARD ,20220,DISTRICT
3643,QUARTIER  ASSAADA ,20220,DISTRICT
3644,QUARTIER  CHNEIDER ,20220,DISTRICT
3645,QUARTIER  COMMUNE ,20220,DISTRICT
3646,QUARTIER  EL FERDAOUS ,20220,DISTRICT
3647,QUARTIER  EL MERS,20220,DISTRICT
3648,QUARTIER  EL OULFA ,20220,DISTRICT
3649,QUARTIER  HADKAT OUM RABII ,20220,DISTRICT
3650,QUARTIER  HADIKAT OUM RABIR ,20220,DISTRICT
3651,QUARTIER  ITTIHAD ,20220,DISTRICT
3652,QUARTIER  KASBA ,20220,DISTRICT
3653,QUARTIER  LAMAALEM ABDELLAH ,20220,DISTRICT
3654,QUARTIER MAZOLA ,20220,DISTRICT
3655,QUARTIER MISSIMI ,20220,DISTRICT
3656,QUARTIER MOUSMAR,20220,DISTRICT
3657,QUARTIER O N C F,20220,DISTRICT
3658,QUARTIER OUARD,20220,DISTRICT
3659,QUARTIER OULFA ,20220,DISTRICT
3660,QUARTIER OUM RABIR ,20220,DISTRICT
3661,QUARTIER SARA,20220,DISTRICT
3662,QUARTIER UNION ,20220,DISTRICT
3663,DERB  AL OUARDA ,20230,DISTRICT
3664,DERB  CHADIA ,20230,DISTRICT
3665,DERB  JAMILA ,20230,DISTRICT
3666,DERB  OUALILI,20230,DISTRICT
3667,DOUAR  SIDI AHMED ,20230,DISTRICT
3668,DOUAR  ZEFT ,20230,DISTRICT
3669,HAY  HASSANI ,20230,DISTRICT
3670,HAY  HOURIA ,20230,DISTRICT
3671,LOT  SAAD LA KHIER ,20230,DISTRICT
3672,LOT  SKIKIBA ,20230,DISTRICT
3673,QUARTIER  AL ALIA I,20230,DISTRICT
3674,QUARTIER  AL AMAL ,20230,DISTRICT
3675,QUARTIER  AL HOURIA ,20230,DISTRICT
3676,QUARTIER  AMAL ,20230,DISTRICT
3677,QUARTIER  ANNOUR ,20230,DISTRICT
3678,QUARTIER  ATTAOUN,20230,DISTRICT
3679,QUARTIER  AZHARI ,20230,DISTRICT
3680,QUARTIER  BARAKA ,20230,DISTRICT
3681,QUARTIER  CHADIA ,20230,DISTRICT
3682,QUARTIER  CHDIA ,20230,DISTRICT
3683,QUARTIER  EL BARAKA ,20230,DISTRICT
3684,QUARTIER  FERRARA I,20230,DISTRICT
3685,QUARTIER  HOURIA ,20230,DISTRICT
3686,QUARTIER  ILHAM ,20230,DISTRICT
3687,QUARTIER  JAMILA ,20230,DISTRICT
3688,QUARTIER NEJMA,20230,DISTRICT
3689,QUARTIER OUALILI ,20230,DISTRICT
3690,QUARTIER RAJA  ,20230,DISTRICT
3691,QUARTIER RAJA I ,20230,DISTRICT
3692,QUARTIER RAJA II ,20230,DISTRICT
3693,QUARTIER SAAD LA KHIER,20230,DISTRICT
3694,QUARTIER SIDI KHADIR ,20230,DISTRICT
3695,QUARTIER SIKILLIA,20230,DISTRICT
3696,QUARTIER TAAOUNE,20230,DISTRICT
3697,QUARTIER WARDA ,20230,DISTRICT
3698,QUARTIER WIDAD,20230,DISTRICT
3699,QUARTIER ZEFT ,20230,DISTRICT
3700,LOT  ASSAFA,20240,DISTRICT
3701,LOT  ATTADAMOUNE ,20240,DISTRICT
3702,LOT  AZHARI,20240,DISTRICT
3703,LOT  CHAHDIA,20240,DISTRICT
3704,LOT  HASSANIA  ,20240,DISTRICT
3705,LOT  MY THAMI ,20240,DISTRICT
3706,LOT  RIAD OULFA ,20240,DISTRICT
3707,LOT  SIDI ABDERRAHMANE ,20240,DISTRICT
3708,LOT  SMARA ,20240,DISTRICT
3709,LOT  WIAM ,20240,DISTRICT
3710,QUARTIER  AL ALIA II,20240,DISTRICT
3711,QUARTIER  AL WIFAK ,20240,DISTRICT
3712,QUARTIER  ASSAFA ,20240,DISTRICT
3713,QUARTIER  ATTAADAMOUNE ,20240,DISTRICT
3714,QUARTIER  AZHARI ,20240,DISTRICT
3715,QUARTIER  CHAHIDA,20240,DISTRICT
3716,QUARTIER  EL ALIA ,20240,DISTRICT
3717,QUARTIER  FERARA,20240,DISTRICT
3718,QUARTIER  FERRARA III,20240,DISTRICT
3719,QUARTIER  HASSANIA ,20240,DISTRICT
3720,QUARTIER MY THAMI ,20240,DISTRICT
3721,QUARTIER SIDI ABDERRAHMANE ,20240,DISTRICT
3722,QUARTIER SMARA ,20240,DISTRICT
3723,QUARTIER WIAM,20240,DISTRICT
3724,QUARTIER WIFAK 1,20240,DISTRICT
3725,QUARTIER WIFAK 2,20240,DISTRICT
3726,QUARTIER WIFAK 3,20240,DISTRICT
3727,QUARTIER WIFAK 4,20240,DISTRICT
3728,RIAD  OULFA ,20240,DISTRICT
3729,CARRIER  BOUAZZA,20250,DISTRICT
3730,DOUAR  BOUIH ,20250,DISTRICT
3731,DOUAR  DOUAR BAROUNI ,20250,DISTRICT
3732,DOUAR  LAHJAR ,20250,DISTRICT
3733,DOUAR  MOUMNIA ,20250,DISTRICT
3734,QUARTIER  AL HADIKA ,20250,DISTRICT
3735,QUARTIER  ANTARIA II ,20250,DISTRICT
3736,QUARTIER  ANTARIA III ,20250,DISTRICT
3737,QUARTIER  BADRE ,20250,DISTRICT
3738,QUARTIER  BAROUNI ,20250,DISTRICT
3739,QUARTIER  BEAUCITE ,20250,DISTRICT
3740,QUARTIER  BEAUCITE HALIMA ,20250,DISTRICT
3741,QUARTIER  BOUAZZA,20250,DISTRICT
3742,QUARTIER  BOUIH ,20250,DISTRICT
3743,QUARTIER  CHABAB ,20250,DISTRICT
3744,QUARTIER  EDDOUHA AL FAAL ,20250,DISTRICT
3745,QUARTIER  EL FAL ,20250,DISTRICT
3746,QUARTIER  EZZOHOR ,20250,DISTRICT
3747,QUARTIER  KAMILIA,20250,DISTRICT
3748,QUARTIER  LAHJAR ,20250,DISTRICT
3749,QUARTIER MAGUE,20250,DISTRICT
3750,QUARTIER MOUMNIA ,20250,DISTRICT
3751,QUARTIER OULED MOUMNIA ,20250,DISTRICT
3752,SOUK  FERRAILLE SIDI MOUMEN ,20250,DISTRICT
3753,BLED CHAMA,20260,DISTRICT
3754,BLOC GEORES,20260,DISTRICT
3755,HAY  SAFA ,20260,DISTRICT
3756,LOT  AGENCE URBAINE ,20260,DISTRICT
3757,LOT  ESSAFA,20260,DISTRICT
3758,LOT  HABIBA,20260,DISTRICT
3759,LOT  HAJ FATEH ,20260,DISTRICT
3760,LOT  KHAWRIZMI,20260,DISTRICT
3761,LOT  KHOUZAMA,20260,DISTRICT
